link_id,url,video_id,author,author_url,title,description,duration_sec,view_count,like_count,comment_count,share_count,hashtags,thumbnail_url,fetched_at,fetch_status,fetch_provider,error_message
11,https://www.tiktok.com/@brbvicky/video/7516360043470654750,7516360043470654750,brbvicky,,,,,,,,,,,,failed,,[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1010)
12,https://www.tiktok.com/@racheljoanmyers/video/7462847085394644270,7462847085394644270,racheljoanmyers,,,,,,,,,,,,failed,,[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1010)
13,https://www.tiktok.com/@chels_morgan97/video/7431553642110487838,7431553642110487838,chels_morgan97,,,,,,,,,,,,failed,,[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1010)
14,https://www.tiktok.com/@adiiariiss/video/7295379796677201183,7295379796677201183,adiiariiss,,,,,,,,,,,,failed,,[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1010)
15,https://www.tiktok.com/@kimberly.michellee/video/7460374667765894442,7460374667765894442,kimberly.michellee,,,,,,,,,,,,failed,,[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1010)
16,https://www.tiktok.com/@lazykelly/video/7229018143182785838,7229018143182785838,lazykelly,,,,,,,,,,,,failed,,[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1010)
17,https://www.tiktok.com/@theinmanfamblog/video/7246038193051553067,7246038193051553067,The Inman Fam,https://www.tiktok.com/@theinmanfamblog,Momcozy bottle warmers are *chef’s kiss* so easy and fast to use and work perfectly every time! #bottlewarmer #pumpingmom #pumpingjourney #pumpingmama #pumptok #justenougher #oversupplier #undersupplier #pumpjourney #breastfeedingjourney #pumpingtips #pumpinghacks #pumpingtip #breastfeedingtips #breastfeedinghack #bottlefeeding #bottlefeedingtips #momsoftiktok #momtip #newmomtip #breastfeeding ,Momcozy bottle warmers are *chef’s kiss* so easy and fast to use and work perfectly every time! #bottlewarmer #pumpingmom #pumpingjourney #pumpingmama #pumptok #justenougher #oversupplier #undersupplier #pumpjourney #breastfeedingjourney #pumpingtips #pumpinghacks #pumpingtip #breastfeedingtips #breastfeedinghack #bottlefeeding #bottlefeedingtips #momsoftiktok #momtip #newmomtip #breastfeeding ,,,,,,"[""bottlewarmer"", ""pumpingmom"", ""pumpingjourney"", ""pumpingmama"", ""pumptok"", ""justenougher"", ""oversupplier"", ""undersupplier"", ""pumpjourney"", ""breastfeedingjourney"", ""pumpingtips"", ""pumpinghacks"", ""pumpingtip"", ""breastfeedingtips"", ""breastfeedinghack"", ""bottlefeeding"", ""bottlefeedingtips"", ""momsoftiktok"", ""momtip"", ""newmomtip"", ""breastfeeding""]",https://p16-common-sign.tiktokcdn.com/tos-useast5-p-0068-tx/91ed7e92d2e342b1816bcc5203120c3a_1687099758~tplv-tiktokx-dmt-logom:tos-useast5-i-0068-tx/87fc047d712b4881bd1e86b91b2dfc84.image?dr=14573&x-expires=1782626400&x-signature=IHzKxOTQW%2FMGBJ8N7L6XrJX%2B0B4%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,2026-06-26T06:46:39+00:00,ok,oembed,
18,https://www.tiktok.com/@theregistrymama/video/7456447365608639774,7456447365608639774,theregistrymama,,,,,,,,,,,,failed,,"Client error '400 Bad Request' for url 'https://www.tiktok.com/oembed?url=https%3A%2F%2Fwww.tiktok.com%2F%40theregistrymama%2Fvideo%2F7456447365608639774'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400"
19,https://www.tiktok.com/@loveeprinny/video/7439535973635050783,7439535973635050783,Princess | Mom & Lifestyle 💓,https://www.tiktok.com/@loveeprinny,Portable Milk & Water Warmer is on sale! Get yours & a FREE Hip Carrier for your baby! Make sure you clip both coupons! #momcozymilkwarmer #momcozy #momsoftiktok #momlife #portablemilkwarmer #tiktokshopblackfriday #tiktokshopcybermonday ,Portable Milk & Water Warmer is on sale! Get yours & a FREE Hip Carrier for your baby! Make sure you clip both coupons! #momcozymilkwarmer #momcozy #momsoftiktok #momlife #portablemilkwarmer #tiktokshopblackfriday #tiktokshopcybermonday ,,,,,,"[""momcozymilkwarmer"", ""momcozy"", ""momsoftiktok"", ""momlife"", ""portablemilkwarmer"", ""tiktokshopblackfriday"", ""tiktokshopcybermonday""]",https://p16-common-sign.tiktokcdn.com/tos-useast8-p-0068-tx2/b775295469404d68b290f9e1c533de23_1732151969~tplv-tiktokx-dmt-logom:tos-useast8-i-0068-tx2/osGJULQxAC5eBAf7pcXGAsUeyAIRQAf1GRidIA.image?dr=14573&x-expires=1782626400&x-signature=QiGOP%2FhHVyuzGhcMBbSmfjBQvwM%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,2026-06-26T06:48:40+00:00,ok,oembed,
20,https://www.tiktok.com/@the_health_plug/video/7501454276888120622,7501454276888120622,the_health_plug,,,,,,,,,,,,failed,,[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1010)
21,https://www.tiktok.com/@h.a.branson/video/7467639437304859950,7467639437304859950,Hailey,https://www.tiktok.com/@h.a.branson,Did I do this right? Here are my ✨thoughts✨ @Baby Brezza  #BabyBrezza #BottleWarmer #BabyEssentials #ParentingHacks #MomLife #DadLife #BabyGear #ParentingMadeEasy #MomOnTheGo #BabyProducts #PortableBottleWarmer #MomMustHaves #NewParentEssentials #InfantCare #BabyTech #BabyLifeHacks #BabyRegistry #NoColdBottles   ,Did I do this right? Here are my ✨thoughts✨ @Baby Brezza  #BabyBrezza #BottleWarmer #BabyEssentials #ParentingHacks #MomLife #DadLife #BabyGear #ParentingMadeEasy #MomOnTheGo #BabyProducts #PortableBottleWarmer #MomMustHaves #NewParentEssentials #InfantCare #BabyTech #BabyLifeHacks #BabyRegistry #NoColdBottles   ,,,,,,"[""BabyBrezza"", ""BottleWarmer"", ""BabyEssentials"", ""ParentingHacks"", ""MomLife"", ""DadLife"", ""BabyGear"", ""ParentingMadeEasy"", ""MomOnTheGo"", ""BabyProducts"", ""PortableBottleWarmer"", ""MomMustHaves"", ""NewParentEssentials"", ""InfantCare"", ""BabyTech"", ""BabyLifeHacks"", ""BabyRegistry"", ""NoColdBottles""]",https://p16-common-sign.tiktokcdn.com/tos-useast5-p-0068-tx/oAoAiBilrCBpRQg7eYyZi1iDf0SBqnIEY8EZSZ~tplv-tiktokx-origin.image?dr=14575&x-expires=1782626400&x-signature=ZTHkR6cDpZch5DMC%2B7vRyoCOW7o%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,2026-06-26T06:50:42+00:00,ok,oembed,
22,https://www.tiktok.com/@lloyd__co/video/7335273528473783595,7335273528473783595,Lloyd Co - Boy Mom 🫶,https://www.tiktok.com/@lloyd__co,The Baby Brezza bottle warmer is always more of a science experiment than I care for 🍼🔥 #breastfeedingprobs #breastfeedingworkingmom #exclusivepumpingmama #babybrezza ,The Baby Brezza bottle warmer is always more of a science experiment than I care for 🍼🔥 #breastfeedingprobs #breastfeedingworkingmom #exclusivepumpingmama #babybrezza ,,,,,,"[""breastfeedingprobs"", ""breastfeedingworkingmom"", ""exclusivepumpingmama"", ""babybrezza""]",https://p16-common-sign.tiktokcdn.com/tos-useast5-p-0068-tx/3e23dcc2dc9d40c2bc5a82c5e1ad249e_1707876484~tplv-tiktokx-origin.image?dr=14575&x-expires=1782626400&x-signature=lMgn%2BHwe6s9iy593Tqtie4IbGkk%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,2026-06-26T06:51:42+00:00,ok,oembed,
23,https://www.tiktok.com/@tiffanymariekohut/video/7476987220591660319,7476987220591660319,Tiffany Marie,https://www.tiktok.com/@tiffanymariekohut,Are they essentially the same?? Which one do I go with?!😂🫠 #babybrezza #babybrezzasterilizer #momcozy #momcozysterilizer ,Are they essentially the same?? Which one do I go with?!😂🫠 #babybrezza #babybrezzasterilizer #momcozy #momcozysterilizer ,,,,,,"[""babybrezza"", ""babybrezzasterilizer"", ""momcozy"", ""momcozysterilizer""]",https://p16-common-sign.tiktokcdn.com/tos-useast8-p-0068-tx2/ocZJBcdOEnXiA8AESAvRDmEFGiYA7iABDzlI7~tplv-tiktokx-dmt-logom:tos-useast8-i-0068-tx2/ocACTeBfjPEGDqImEVDDeCFzAFthAAkE85mAII.image?dr=14573&x-expires=1782626400&x-signature=QjvLDaQNKVqavo0nrMaKIX9cBaw%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,2026-06-26T06:52:43+00:00,ok,oembed,
24,https://www.tiktok.com/@gladysmamacita/video/7423195910550605102,7423195910550605102,gladysmamacita 🌺,https://www.tiktok.com/@gladysmamacita,Replying to @4llisin #bottlewarmer #portablebottlewarmer #breastmilk #momcozy #momcozyreview #honestreview #breastmilkstorage #babyregistrymusthaves #momsoftiktok #pumpingmilk #bololo @Momcozy Official   ,Replying to @4llisin #bottlewarmer #portablebottlewarmer #breastmilk #momcozy #momcozyreview #honestreview #breastmilkstorage #babyregistrymusthaves #momsoftiktok #pumpingmilk #bololo @Momcozy Official   ,,,,,,"[""bottlewarmer"", ""portablebottlewarmer"", ""breastmilk"", ""momcozy"", ""momcozyreview"", ""honestreview"", ""breastmilkstorage"", ""babyregistrymusthaves"", ""momsoftiktok"", ""pumpingmilk"", ""bololo""]",https://p16-common-sign.tiktokcdn.com/tos-useast5-p-0068-tx/ebe48993c8084587b89c95134ba8a8f4_1728347487~tplv-tiktokx-dmt-logom:tos-useast5-i-0068-tx/oAkqwAkMOEenOYAWQAAPfAQeIHtR8CYAcjgrA3.image?dr=14573&x-expires=1782626400&x-signature=edoGCLNPs3dRSv6xociqXXNjdNQ%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,2026-06-26T06:53:44+00:00,ok,oembed,
25,https://www.tiktok.com/@jewelpovey/video/7389367451684736286,7389367451684736286,jewelpovey,,,,,,,,,,,,failed,,"Client error '400 Bad Request' for url 'https://www.tiktok.com/oembed?url=https%3A%2F%2Fwww.tiktok.com%2F%40jewelpovey%2Fvideo%2F7389367451684736286'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400"
26,https://www.tiktok.com/@montessori_by_june/video/7225989196735991086,7225989196735991086,Montessori_by_june,https://www.tiktok.com/@montessori_by_june,The product I didn’t know I needed until now!  With Hazel I rarely used my frozen breastmilk because it was such a hassle to thaw it in water or remember to move it to the fridge the night before. With the Momcozy bottle warmer it literally takes minutes and the milk is the perfect temperature to feed your baby!  Do you use a bottle warmer?  Use code: rileyjune10 for 25% OFF site wide Link: https://bit.ly/3KsvSJL Use code: riley35F for 35% OFF bottle warmer Link: https://bit.ly/3zVnqOA Amazon: https://amzn.to/3KIpSge #MomcozyWarmer #MomcozyNutri #MomcozySmartWarmer ,The product I didn’t know I needed until now!  With Hazel I rarely used my frozen breastmilk because it was such a hassle to thaw it in water or remember to move it to the fridge the night before. With the Momcozy bottle warmer it literally takes minutes and the milk is the perfect temperature to feed your baby!  Do you use a bottle warmer?  Use code: rileyjune10 for 25% OFF site wide Link: https://bit.ly/3KsvSJL Use code: riley35F for 35% OFF bottle warmer Link: https://bit.ly/3zVnqOA Amazon: https://amzn.to/3KIpSge #MomcozyWarmer #MomcozyNutri #MomcozySmartWarmer ,,,,,,"[""MomcozyWarmer"", ""MomcozyNutri"", ""MomcozySmartWarmer""]",https://p16-common-sign.tiktokcdn.com/tos-useast5-p-0068-tx/f1384b17e2744f95970d7e3c8fb81647_1682431729~tplv-tiktokx-origin.image?dr=14575&x-expires=1782626400&x-signature=f50cG%2Fu6YBnLntIFQHkPqqrXbC0%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,2026-06-26T06:55:45+00:00,ok,oembed,
27,https://www.tiktok.com/@maceylin/video/7510017836069408046,7510017836069408046,Macey Lin🦇,https://www.tiktok.com/@maceylin,"And you don’t have the expensive price tag of the formula dispenser or the constant maintenance. Win, win. ","And you don’t have the expensive price tag of the formula dispenser or the constant maintenance. Win, win. ",,,,,,[],https://p16-common-sign.tiktokcdn.com/tos-useast5-p-0068-tx/oUfokKREEhDOF4jE88FEhIEXDWseIgBvPzCSJA~tplv-tiktokx-origin.image?dr=14575&x-expires=1782626400&x-signature=mbZA4VQfZMV2o9wP9ndoZh5%2BlTE%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,2026-06-26T06:56:46+00:00,ok,oembed,
28,https://www.tiktok.com/@momlifeandmonique/video/7462773467201473822,7462773467201473822,momlifeandmonique,,,,,,,,,,,,failed,,"Client error '400 Bad Request' for url 'https://www.tiktok.com/oembed?url=https%3A%2F%2Fwww.tiktok.com%2F%40momlifeandmonique%2Fvideo%2F7462773467201473822'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400"
29,https://www.tiktok.com/@helebell511/video/7400367780178038047,7400367780178038047,Helen | MOM LIFE + HACKS,https://www.tiktok.com/@helebell511,‼️ 50% OFF ‼️ Use helenbw10 (10% off+ 10-15% coupon)  on Azmn now for amazingly good savings limited time!! 🍼🙌👩‍🔬 #momcozy#momcozybottlewarmer #b#bottlewarmer#babybottlewarmerabyregistrymusthaves #bottlefedbabies #newmom #exclusivelypumping #pumpingmom #liquidgold #milkwarmerbaby #bottlewarmerreview @Momcozy Official ,‼️ 50% OFF ‼️ Use helenbw10 (10% off+ 10-15% coupon)  on Azmn now for amazingly good savings limited time!! 🍼🙌👩‍🔬 #momcozy#momcozybottlewarmer #b#bottlewarmer#babybottlewarmerabyregistrymusthaves #bottlefedbabies #newmom #exclusivelypumping #pumpingmom #liquidgold #milkwarmerbaby #bottlewarmerreview @Momcozy Official ,,,,,,"[""momcozy"", ""momcozybottlewarmer"", ""b"", ""bottlewarmer"", ""babybottlewarmerabyregistrymusthaves"", ""bottlefedbabies"", ""newmom"", ""exclusivelypumping"", ""pumpingmom"", ""liquidgold"", ""milkwarmerbaby"", ""bottlewarmerreview""]",https://p16-common-sign.tiktokcdn.com/tos-useast8-p-0068-tx2/oUrE1GLGiBYWGqdz0wiWAGIiIA9cByHfC3Azlb~tplv-tiktokx-origin.image?dr=14575&x-expires=1782626400&x-signature=0sASteUU0aIwbG9dNRXACL7n%2BQI%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my,2026-06-26T06:58:47+00:00,ok,oembed,
